Dystans (m),Wysokość (m)
0,-4621.83349609375
495.80246904672197,-4623.82275390625
991.6049380934439,-4627.154296875
1487.407407140166,-4630.86083984375
1983.2098761868879,-4636.90234375
2479.0123452336097,-4646.1767578125
2974.814814280332,-4654.92578125
3470.617283327054,-4663.826171875
3966.4197523737757,-4673.99951171875
4462.222221420498,-4683.2734375
4958.024690467219,-4692.91162109375
5453.827159513941,-4701.71337890625
5949.629628560664,-4710.298828125
6445.432097607386,-4720.0751953125
6941.234566654108,-4728.85888671875
7437.03703570083,-4730.0791015625
7932.8395047475515,-4727.70556640625
8428.641973794274,-4726.90869140625
8924.444442840995,-4730.07177734375
9420.246911887718,-4733.4775390625
9916.049380934439,-4735.76318359375
10411.851849981162,-4737.8544921875
10907.654319027883,-4740.61865234375
11403.456788074605,-4739.30126953125
11899.259257121328,-4731.748046875
12395.061726168049,-4724.07177734375
12890.864195214772,-4719.0341796875
13386.666664261493,-4714.947265625
13882.469133308216,-4711.52099609375
14378.271602354936,-4712.2646484375
14874.07407140166,-4724.49951171875
15369.87654044838,-4732.1162109375
15865.679009495103,-4738.7177734375
16361.481478541826,-4744.1083984375
16857.28394758855,-4742.68994140625
17353.08641663527,-4743.19189453125
17848.88888568199,-4743
18344.69135472871,-4743.80419921875
18840.493823775436,-4743.18359375
19336.296292822157,-4741.6005859375
19832.098761868878,-4739.31201171875
20327.901230915602,-4736.3388671875
20823.703699962323,-4735.70166015625
21319.506169009044,-4735.65478515625
21815.308638055765,-4739.93798828125
22311.11110710249,-4742.52294921875
22806.91357614921,-4744.3349609375
23302.71604519593,-4745.6142578125
23798.518514242656,-4745.8466796875
24294.320983289377,-4746.47509765625
24790.123452336098,-4748.2509765625
25285.92592138282,-4749.79638671875
25781.728390429544,-4751.0673828125
26277.530859476265,-4753.0029296875
26773.333328522986,-4754.16259765625
27269.135797569706,-4755.2099609375
27764.93826661643,-4755.78173828125
28260.740735663152,-4757.0703125
28756.543204709873,-4757.38427734375
29252.345673756598,-4756.876953125
29748.14814280332,-4756.076171875
30243.95061185004,-4754.9892578125
30739.75308089676,-4753.794921875
31235.555549943485,-4753
31731.358018990206,-4752.3076171875
32227.160488036927,-4752.75146484375
32722.96295708365,-4754.720703125
33218.76542613037,-4755.38427734375
33714.5678951771,-4757.9013671875
34210.37036422382,-4765.97119140625
34706.17283327054,-4765.25537109375
35201.97530231726,-4771.451171875
35697.77777136398,-4768.71484375
36193.5802404107,-4770.6689453125
36689.38270945742,-4776.5146484375
37185.18517850415,-4781.77587890625
37680.98764755087,-4783.43603515625
38176.79011659759,-4784.71875
38672.592585644314,-4785
39168.395054691035,-4783.27099609375
39664.197523737756,-4782.7724609375
40159.99999278448,-4784.39306640625
40655.802461831205,-4785.64453125
41151.604930877926,-4787
41647.40739992465,-4785.578125
42143.20986897137,-4784.24951171875
42639.01233801809,-4786.11083984375
43134.81480706481,-4785.2802734375
43630.61727611153,-4785.2236328125
44126.41974515826,-4784
44622.22221420498,-4787.53466796875
45118.0246832517,-4786.27099609375
45613.82715229842,-4786.37548828125
46109.62962134514,-4788.419921875
46605.43209039186,-4790.5361328125
47101.234559438584,-4789.29345703125
47597.03702848531,-4791.79443359375
48092.83949753203,-4791.92431640625
48588.641966578754,-4792.43798828125
49084.444435625475,-4794.673828125
49580.246904672196,-4796
50076.04937371892,-4796.0224609375
50571.85184276564,-4797.04248046875
51067.65431181236,-4799.75
51563.45678085909,-4802
52059.25924990581,-4802
52555.06171895253,-4802.80224609375
53050.86418799925,-4803.0673828125
53546.66665704597,-4803.06396484375
54042.46912609269,-4805.2646484375
54538.27159513941,-4808.7666015625
55034.07406418614,-4812.2060546875
55529.87653323286,-4814.1865234375
56025.67900227958,-4814.685546875
56521.481471326304,-4815.3505859375
57017.283940373025,-4815.9716796875
57513.086409419746,-4816.392578125
58008.88887846647,-4817.802734375
58504.691347513195,-4818.64599609375
59000.493816559916,-4820.57275390625
59496.29628560664,-4821.63916015625
59992.09875465336,-4824.630859375
60487.90122370008,-4827.4365234375
60983.7036927468,-4828.55078125
61479.50616179352,-4833.658203125
61975.30863084025,-4838.33251953125
62471.11109988697,-4841.96240234375
62966.91356893369,-4839.74267578125
63462.71603798041,-4841.2705078125
63958.51850702713,-4845.04443359375
64454.320976073854,-4850.2353515625
64950.123445120575,-4851.916015625
65445.9259141673,-4853.63330078125
65941.72838321402,-4855.0791015625
66437.53085226074,-4859.12255859375
66933.33332130747,-4863.94482421875
67429.1357903542,-4869.50732421875
67924.93825940091,-4869.5283203125
68420.74072844764,-4874.052734375
68916.54319749435,-4881.2861328125
69412.34566654108,-4884.9384765625
69908.14813558779,-4889.68017578125
70403.95060463452,-4894.4345703125
70899.75307368125,-4901.25146484375
71395.55554272796,-4904.95947265625
71891.35801177469,-4910.7919921875
72387.1604808214,-4919.5654296875
72882.96294986813,-4928.892578125
73378.76541891485,-4933.5732421875
73874.56788796157,-4939.90234375
74370.3703570083,-4953.07568359375
74866.17282605502,-4961.38525390625
75361.97529510174,-4962.396484375
75857.77776414846,-4965.28662109375
76353.58023319519,-4968.26708984375
76849.3827022419,-4973.38330078125
77345.18517128863,-4979.93359375
77840.98764033536,-4983.47998046875
78336.79010938207,-4985.54248046875
78832.5925784288,-4987.55419921875
79328.39504747551,-4994.51220703125
79824.19751652224,-4997.60302734375
80319.99998556895,-5001.3359375
80815.80245461568,-5007.81201171875
81311.60492366241,-5014.685546875
81807.40739270912,-5020.28369140625
82303.20986175585,-5026.0439453125
82799.01233080256,-5032.2734375
83294.8147998493,-5037.85693359375
83790.617268896,-5043.36328125
84286.41973794274,-5050.9697265625
84782.22220698946,-5059.75830078125
85278.02467603618,-5066.23193359375
85773.8271450829,-5073.2060546875
86269.62961412962,-5081.21826171875
86765.43208317635,-5087.455078125
87261.23455222306,-5092.91552734375
87757.03702126979,-5100.75537109375
88252.83949031652,-5115.43701171875
88748.64195936323,-5125.0068359375
89244.44442840996,-5129.037109375
89740.24689745667,-5132.2939453125
90236.0493665034,-5138.8349609375
90731.85183555011,-5143.62451171875
91227.65430459684,-5149.28466796875
91723.45677364357,-5154.9873046875
92219.25924269028,-5155.93701171875
92715.06171173701,-5154.091796875
93210.86418078373,-5155.92529296875
93706.66664983045,-5157.80615234375
94202.46911887717,-5166.02978515625
94698.2715879239,-5184.8466796875
95194.07405697062,-5193.453125
95689.87652601734,-5202.78271484375
96185.67899506407,-5208.3369140625
96681.48146411078,-5203.83349609375
97177.28393315751,-5204.77734375
97673.08640220422,-5218.19287109375
98168.88887125095,-5226.32421875
98664.69134029766,-5223.4384765625
99160.49380934439,-5226.138671875
99656.29627839112,-5242.76513671875
100152.09874743783,-5244.57470703125
100647.90121648456,-5263.85693359375
101143.70368553128,-5272.25244140625
101639.506154578,-5280.8505859375
102135.30862362472,-5288.05029296875
102631.11109267145,-5296.7490234375
103126.91356171817,-5304.44775390625
103622.71603076489,-5311.609375
104118.51849981162,-5314.65087890625
104614.32096885833,-5320.0224609375
105110.12343790506,-5327.01025390625
105605.92590695177,-5337.1669921875
106101.7283759985,-5347.927734375
106597.53084504523,-5350.3427734375
107093.33331409194,-5346.55859375
107589.13578313867,-5355.80859375
108084.93825218538,-5368.01123046875
108580.74072123211,-5378.142578125
109076.54319027883,-5390.9267578125
109572.34565932555,-5404.82763671875
110068.14812837228,-5416.58447265625
110563.950597419,-5428.2294921875
111059.75306646572,-5426.13671875
111555.55553551244,-5432.642578125
112051.35800455917,-5451.14111328125
112547.16047360588,-5467.01611328125
113042.96294265261,-5479.5
113538.76541169934,-5519.59423828125
114034.56788074605,-5541.962890625
114530.37034979278,-5530.66259765625
115026.17281883949,-5528.767578125
115521.97528788622,-5540.89501953125
116017.77775693293,-5554.4189453125
116513.58022597966,-5574.5419921875
117009.38269502639,-5653.794921875
117505.1851640731,-5694.8671875
118000.98763311983,-5708.0830078125
118496.79010216655,-5715.47265625
118992.59257121327,-5718.0966796875
119488.39504025999,-5712.4140625
119984.19750930672,-5706.88134765625
120479.99997835344,-5714.15283203125
120975.80244740016,-5725.45556640625
121471.60491644689,-5728.068359375
121967.4073854936,-5738.658203125
122463.20985454033,-5727.73095703125
122959.01232358704,-5732.09423828125
123454.81479263377,-5744.466796875
123950.6172616805,-5771.60400390625
124446.41973072721,-5816.65380859375
124942.22219977394,-5848.93505859375
125438.02466882065,-5861.8212890625
125933.82713786738,-5865.279296875
126429.6296069141,-5875.10595703125
126925.43207596082,-5901.14501953125
127421.23454500755,-5931.32421875
127917.03701405427,-5957.0869140625
128412.839483101,-5919.93994140625
128908.64195214771,-5930.47607421875
129404.44442119444,-5953.8740234375
129900.24689024115,-5973.51611328125
130396.04935928788,-5994.47705078125
130891.8518283346,-6025.07177734375
131387.65429738132,-6065.8525390625
131883.45676642805,-6104.86279296875
132379.25923547478,-6134.31982421875
132875.06170452147,-6161.6748046875
133370.8641735682,-6190.20068359375
133866.66664261493,-6227.2109375
134362.46911166166,-6290.71044921875
134858.2715807084,-6343.5234375
135354.0740497551,-6356.03515625
135849.87651880182,-6355.599609375
136345.67898784854,-6387.1796875
136841.48145689527,-6444.03759765625
137337.28392594197,-6475.61328125
137833.0863949887,-6429.318359375
138328.88886403543,-6383.77001953125
138824.69133308216,-6390.6708984375
139320.49380212888,-6417.68115234375
139816.29627117558,-6454.927734375
140312.0987402223,-6488.3427734375
140807.90120926904,-6505.92724609375
141303.70367831577,-6510.408203125
141799.5061473625,-6526.21826171875
142295.3086164092,-6511.10107421875
142791.11108545592,-6501.26171875
143286.91355450265,-6533.74609375
143782.71602354938,-6570.169921875
144278.51849259608,-6609.453125
144774.3209616428,-6644.2900390625
145270.12343068953,-6671.212890625
145765.92589973626,-6696.50732421875
146261.728368783,-6768.896484375
146757.5308378297,-6813.4697265625
147253.33330687642,-6819.65283203125
147749.13577592315,-6828.3134765625
148244.93824496988,-6855.580078125
148740.7407140166,-6838.14697265625
149236.5431830633,-6854.19384765625
149732.34565211003,-6894.294921875
150228.14812115676,-6935.67822265625
150723.9505902035,-6978.11083984375
151219.7530592502,-7022.00830078125
151715.5555282969,-7084.5224609375
152211.35799734364,-7204.81005859375
152707.16046639037,-7271.6455078125
153202.9629354371,-7301.419921875
153698.7654044838,-7276.7734375
154194.56787353053,-7248.77587890625
154690.37034257725,-7271.80908203125
155186.17281162398,-7339.88720703125
155681.9752806707,-7466.7001953125
156177.7777497174,-7485.5927734375
156673.58021876414,-7500.22265625
157169.38268781087,-7542.7509765625
157665.1851568576,-7549.2373046875
158160.9876259043,-7526.513671875
158656.79009495102,-7622.2294921875
159152.59256399775,-7761.9755859375
159648.39503304448,-7769.46044921875
160144.1975020912,-7771.9384765625
160639.9999711379,-7791.818359375
161135.80244018463,-7830.837890625
161631.60490923136,-7898.61376953125
162127.4073782781,-7954.7724609375
162623.20984732482,-7973.16455078125
163119.01231637152,-8006.18896484375
163614.81478541825,-8084.56494140625
164110.61725446497,-8121.82177734375
164606.4197235117,-8137.87890625
165102.2221925584,-8205.1123046875
165598.02466160513,-8213.845703125
166093.82713065186,-8165.79052734375
166589.6295996986,-8156.6044921875
167085.43206874531,-8168.19091796875
167581.234537792,-8168.38720703125
168077.03700683874,-8226.4345703125
168572.83947588547,-8330.5341796875
169068.6419449322,-8461.7119140625
169564.44441397893,-8547.4501953125
170060.24688302563,-8526.2744140625
170556.04935207235,-8565.2529296875
171051.85182111908,-8704.3818359375
171547.6542901658,-8735.62109375
172043.4567592125,-8876.0458984375
172539.25922825924,-8979.0048828125
173035.06169730597,-9010.5888671875
173530.8641663527,-9036.85546875
174026.66663539942,-9080.2978515625
174522.46910444612,-9092.87109375
175018.27157349285,-9185.744140625
175514.07404253958,-9211.5859375
176009.8765115863,-9294.0859375
176505.67898063303,-9358.4423828125
177001.48144967973,-9403.8388671875
177497.28391872646,-9336.0576171875
177993.0863877732,-9270.28515625
178488.88885681992,-9320.6416015625
178984.69132586662,-9406.8642578125
179480.49379491335,-9508.3212890625
179976.29626396007,-9590.8388671875
180472.0987330068,-9606.138671875
180967.90120205353,-9552.2099609375
181463.70367110023,-9638.966796875
181959.50614014696,-9784.578125
182455.3086091937,-9897.9208984375
182951.1110782404,-10007.775390625
183446.91354728714,-10115.6416015625
183942.71601633384,-10199.1591796875
184438.51848538057,-10331.5263671875
184934.3209544273,-10513.54296875
185430.12342347403,-10694.0126953125
185925.92589252073,-10813.353515625
186421.72836156745,-10656.951171875
186917.53083061418,-10495.76953125
187413.3332996609,-10506.111328125
187909.13576870764,-10511.5908203125
188404.93823775434,-10471.9814453125
188900.74070680107,-10345.7666015625
189396.5431758478,-10166.908203125
189892.34564489452,-10054.0205078125
190388.14811394125,-9994.4775390625
190883.95058298795,-9959.6064453125
191379.75305203468,-9933.8291015625
191875.5555210814,-10107.048828125
192371.35799012813,-10089.8271484375
192867.16045917483,-9952.8740234375
193362.96292822156,-9825.775390625
193858.7653972683,-9710.8525390625
194354.56786631502,-9625.935546875
194850.37033536175,-9571.408203125
195346.17280440844,-9508.4775390625
195841.97527345517,-9426.025390625
196337.7777425019,-9349.560546875
196833.58021154863,-9267.09375
197329.38268059533,-9172.45703125
197825.18514964206,-9083.3935546875
198320.98761868879,-8996.6279296875
198816.7900877355,-8934.2158203125
199312.59255678224,-8873.97265625
199808.39502582894,-8806.5517578125
200304.19749487567,-8720.185546875
200799.9999639224,-8657.7294921875
201295.80243296913,-8620.2119140625
201791.60490201585,-8577.431640625
202287.40737106255,-8522.2197265625
202783.20984010928,-8496.8505859375
203279.012309156,-8481.71875
203774.81477820274,-8459.544921875
204270.61724724944,-8439.06640625
204766.41971629616,-8417.7666015625
205262.2221853429,-8420.2275390625
205758.02465438962,-8407.7822265625
206253.82712343635,-8378.921875
206749.62959248305,-8420.3828125
207245.43206152978,-8503.2958984375
207741.2345305765,-8511.1875
208237.03699962323,-8484.701171875
208732.83946866996,-8417.8427734375
209228.64193771666,-8298.314453125
209724.4444067634,-8176.06640625
210220.24687581012,-8040.15673828125
210716.04934485684,-7942.9482421875
211211.85181390354,-7890.296875
211707.65428295027,-7825.736328125
212203.456751997,-7724.7109375
212699.25922104373,-7640.166015625
213195.06169009046,-7628.478515625
213690.86415913716,-7612.80517578125
214186.66662818388,-7542.1953125
214682.4690972306,-7461.26220703125
215178.27156627734,-7375.77294921875
215674.07403532407,-7291.4140625
216169.87650437077,-7204.27294921875
216665.6789734175,-7108.8544921875
217161.48144246422,-6994.099609375
217657.28391151095,-6882.10400390625
218153.08638055765,-6795.2744140625
218648.88884960438,-6684.51416015625
219144.6913186511,-6581.99853515625
219640.49378769784,-6484.8671875
220136.29625674456,-6384.70703125
220632.09872579126,-6300.5166015625
221127.901194838,-6219.90625
221623.70366388472,-6157.3173828125
222119.50613293145,-6126.2216796875
222615.30860197818,-6078.07958984375
223111.11107102488,-6036.6943359375
223606.9135400716,-5991.783203125
224102.71600911833,-5968.0029296875
224598.51847816506,-5919.2529296875
225094.32094721176,-5863.54541015625
225590.1234162585,-5843.19384765625
226085.92588530522,-5821.11083984375
226581.72835435194,-5754.86865234375
227077.53082339867,-5678.72412109375
227573.33329244537,-5604.32421875
228069.1357614921,-5520.7880859375
228564.93823053883,-5446.75390625
229060.74069958556,-5385.3291015625
229556.54316863228,-5345.2998046875
230052.34563767898,-5328.4462890625
230548.1481067257,-5300.7197265625
231043.95057577244,-5257.634765625
231539.75304481917,-5182.02587890625
232035.55551386587,-5106.9462890625
232531.3579829126,-5005.0791015625
233027.16045195932,-4874.1396484375
233522.96292100605,-4727.9638671875
234018.76539005278,-4587.205078125
234514.56785909948,-4526.39794921875
235010.3703281462,-4463.18798828125
235506.17279719294,-4342.89892578125
236001.97526623966,-4183.2880859375
236497.7777352864,-4040.721435546875
236993.5802043331,-3957.449462890625
237489.38267337982,-3846.446533203125
237985.18514242655,-3735.73828125
238480.98761147328,-3640.224609375
238976.79008051998,-3557.69384765625
239472.5925495667,-3517.48681640625
239968.39501861343,-3501.3994140625
240464.19748766016,-3454.245361328125
240959.9999567069,-3366.55224609375
241455.8024257536,-3316.52490234375
241951.60489480032,-3280.893798828125
242447.40736384704,-3290.063720703125
242943.20983289377,-3316.458251953125
243439.0123019405,-3263.27978515625
243934.8147709872,-3174.966064453125
244430.61724003393,-3105.555419921875
244926.41970908066,-3060.38671875
245422.22217812738,-3000.23046875
245918.02464717408,-2899.306640625
246413.8271162208,-2829.215087890625
246909.62958526754,-2797.323974609375
247405.43205431427,-2766.222412109375
247901.234523361,-2709.813720703125
248397.0369924077,-2672.1455078125
248892.83946145442,-2638.4736328125
249388.64193050115,-2573.62109375
249884.44439954788,-2518.190185546875
250380.2468685946,-2469.47998046875
250876.0493376413,-2370.842529296875
251371.85180668804,-2323.22119140625
251867.65427573476,-2362.544189453125
252363.4567447815,-2460.655029296875
252859.2592138282,-2486.41064453125
253355.06168287492,-2480.7890625